Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
109	8617.787	123.13952	8776.586	8401.584	8660.617	150.27089	8851.752	8385.089	1000.0	1000.0	545000	685.35767	118.008705	810.9587	-223.05788	685.3582	118.00944	811.5643	-199.1113	-687.2382	59.9756	8587.02751493454
110	8679.575	192.1071	8913.625	8369.809	9134.389	161.43663	9388.812	8781.73	1000.0	1000.0	550000	685.9357	119.854965	811.7303	-236.44064	685.9364	119.8547	813.1141	-232.98746	-688.1597	60.7294	8670.595602989197
111	8536.018	417.15887	8941.831	7729.454	8961.879	179.04713	9210.203	8645.987	1000.0	1000.0	555000	687.5632	118.89887	817.10486	-249.18495	687.5631	118.90219	817.39764	-245.16441	-689.6102	62.6115	8785.891457080841
112	8855.99	138.81943	9104.135	8697.91	8893.344	167.31638	9183.265	8589.312	1000.0	1000.0	560000	688.452	119.80035	813.6106	-243.35121	688.45245	119.79956	815.25146	-238.1458	-690.6536	62.118977	8867.629750013351
113	8645.717	147.24959	8824.226	8474.474	9123.187	53.92445	9208.248	9038.877	1000.0	1000.0	565000	690.5643	118.6398	815.7141	-209.31459	690.5644	118.6406	816.6491	-210.77513	-692.78064	62.27711	8943.45469903946
114	8624.267	114.59387	8813.055	8470.602	8930.644	137.84897	9065.51	8582.424	1000.0	1000.0	570000	691.6246	119.77723	816.27936	-222.755	691.62524	119.77873	816.4587	-212.9722	-693.6301	62.571945	9027.199649095535
115	8698.852	80.01536	8835.057	8628.564	8637.546	117.61732	8850.416	8500.873	1000.0	1000.0	575000	693.42596	119.06762	821.73145	-334.43555	693.4266	119.06661	821.91406	-241.28542	-695.49744	63.431393	9111.000321149826
116	8711.3545	171.1237	8979.596	8443.12	9260.961	114.61567	9441.328	9088.108	1000.0	1000.0	580000	695.00366	119.758484	823.38275	-217.2826	695.0035	119.76045	824.32837	-216.42155	-697.29425	61.14135	9194.069034099579
117	8712.265	177.88597	8953.556	8466.366	9442.079	129.6391	9567.836	9156.656	1000.0	1000.0	585000	696.6941	119.33674	822.0065	-234.06635	696.69415	119.33933	822.3565	-292.68567	-698.6272	62.309486	9279.291842222214
118	8779.295	211.0047	9135.711	8551.515	9302.428	86.57132	9447.952	9173.006	1000.0	1000.0	590000	698.06464	119.76959	821.74536	-265.84653	698.06537	119.766815	824.80597	-267.62088	-699.921	65.23805	9375.530815124512
119	8811.455	203.75716	9104.418	8495.137	8591.188	2090.9058	9477.939	2326.1108	1000.0	1000.0	595000	700.1556	118.1875	829.2052	-209.31554	700.15607	118.18956	827.4673	-245.5972	-702.4375	64.142784	9454.80887889862
120	8812.665	151.1798	8943.656	8528.088	8825.522	142.89455	8990.944	8638.562	1000.0	1000.0	600000	701.6582	118.070656	827.3746	-275.75006	701.6577	118.0692	825.98645	-249.48921	-703.8226	62.9408	9530.822224855423
121	8733.86	141.07715	8875.315	8537.604	8385.946	2474.5842	9367.262	968.7644	1000.0	1000.0	605000	702.672	118.495766	831.993	-258.57367	702.6721	118.49896	829.95514	-244.25055	-704.78394	64.05571	9613.093994140625
122	8618.231	212.2518	8885.142	8258.581	9152.947	150.96892	9381.847	8790.957	1000.0	1000.0	610000	703.92444	118.346886	830.0484	-226.7748	703.92456	118.34998	826.3252	-222.00815	-705.9631	60.352062	9695.077794075012
123	8719.025	36.61386	8775.699	8660.708	9187.084	153.83095	9477.186	8921.815	1000.0	1000.0	615000	706.0074	118.28451	834.573	-216.78639	706.0077	118.28415	834.39056	-234.67104	-708.3591	60.5774	9778.518015146255
124	8735.037	47.52669	8810.685	8673.475	9032.375	132.39285	9270.602	8781.816	1000.0	1000.0	620000	707.23694	118.756935	833.3866	-213.16286	707.2374	118.75797	832.7152	-207.56795	-709.3788	61.95545	9862.077230930328
125	8853.547	215.4262	9232.681	8630.884	9286.02	187.0763	9597.197	9015.565	1000.0	1000.0	625000	708.9853	117.93623	833.75354	-220.7747	708.9854	117.937584	834.3673	-214.18423	-711.207	64.73944	9944.710820913315
126	8961.185	160.03899	9253.573	8803.486	8994.01	1171.3976	9643.51	6115.0103	1000.0	1000.0	630000	710.37726	118.88912	837.6913	-234.03212	710.3771	118.891075	838.9327	-244.00183	-712.4976	64.38543	10026.76347899437
127	8738.388	138.33737	8970.84	8578.497	9446.908	87.797905	9609.638	9308.513	1000.0	1000.0	635000	711.8576	119.035416	837.36017	-249.21358	711.8584	119.034386	836.0942	-288.51013	-713.9593	66.47315	10116.067085027695
128	8972.667	189.33536	9176.854	8666.343	9512.248	148.69725	9756.786	9302.134	1000.0	1000.0	640000	713.1051	119.575325	838.66174	-250.69499	713.1054	119.57361	837.22424	-287.15976	-715.05884	64.29624	10201.136855125427
129	8971.12	236.38843	9315.541	8611.039	9578.705	133.55974	9863.612	9389.847	1000.0	1000.0	645000	714.10925	119.72998	835.1297	-225.89442	714.10956	119.72923	837.8403	-225.62987	-716.1601	67.6677	10285.59634590149
130	8958.081	355.9124	9276.258	8300.6	9540.524	191.8712	9879.49	9269.446	1000.0	1000.0	650000	715.7698	118.21901	838.1616	-230.4855	715.77014	118.21956	837.14594	-241.78645	-717.8404	66.55614	10394.116847038269
131	8955.657	105.73454	9138.274	8843.562	9482.223	202.12308	9842.161	9168.127	1000.0	1000.0	655000	717.14514	118.21432	844.9621	-199.14948	717.14594	118.213104	844.0355	-192.27786	-719.3003	65.40883	10479.76407790184
132	9167.47	97.18061	9287.599	9052.249	9524.451	182.44754	9831.64	9202.211	1000.0	1000.0	660000	718.484	118.85936	843.6259	-218.7586	718.4847	118.85958	842.38885	-220.18213	-720.6893	66.38594	10555.782085895538
133	8777.424	198.73965	9123.04	8560.591	9363.236	113.39814	9523.257	9152.116	1000.0	1000.0	665000	719.86554	118.72952	847.24664	-225.7796	719.86554	118.731735	845.5326	-184.02965	-721.9524	68.46104	10634.426492929459
134	9024.412	120.96421	9181.378	8868.163	9236.141	137.93456	9488.21	9044.082	1000.0	1000.0	670000	720.9019	118.796005	844.29034	-251.5494	720.90247	118.793434	844.6527	-284.03955	-723.1733	66.6705	10721.084388971329
135	8950.021	195.19728	9138.524	8614.16	9500.662	128.72441	9668.284	9230.883	1000.0	1000.0	675000	722.37396	118.1112	849.43896	-205.43864	722.37427	118.11154	854.6019	-201.91072	-724.365	68.556046	10804.744630098343
136	8840.05	225.36081	9236.078	8617.114	9392.424	116.49515	9577.057	9168.975	1000.0	1000.0	680000	723.1154	118.6283	854.62994	-241.03735	723.11554	118.62941	855.1161	-218.83002	-725.3566	68.48762	10893.76886677742
137	9118.231	240.05316	9368.803	8760.111	9250.98	120.81194	9452.297	9078.445	1000.0	1000.0	685000	724.16394	118.89035	857.16296	-295.93747	724.1644	118.88801	856.9518	-299.80423	-726.3779	69.848114	10978.547170877457
138	8850.431	119.86142	8972.026	8643.533	9389.995	157.72517	9701.661	9171.915	1000.0	1000.0	690000	725.1846	118.3675	856.1826	-338.7568	725.1848	118.367065	856.8907	-365.17484	-727.4277	72.9589	11058.45246386528
139	9235.282	110.001396	9356.213	9064.312	9432.893	144.47931	9607.397	9219.087	1000.0	1000.0	695000	726.1909	118.543816	852.89734	-246.04662	726.19073	118.54445	855.9064	-250.46698	-728.4414	67.97144	11137.233371019363
140	9018.308	171.5162	9271.412	8743.876	9454.067	171.82219	9746.92	9092.867	1000.0	1000.0	700000	727.24615	118.5774	854.1774	-198.99548	727.24677	118.5745	856.96985	-201.76099	-729.3765	68.20152	11221.880600214005
141	7844.8984	2476.0696	9559.005	2920.2012	9415.17	142.90976	9667.804	9133.33	1000.0	1000.0	705000	727.36523	120.40283	858.31116	-238.38478	727.3657	120.40326	860.7473	-242.46606	-729.4132	70.40883	11309.062723875046
142	9007.225	102.35477	9122.864	8847.99	9485.3955	183.97787	9872.756	9166.859	1000.0	1000.0	710000	727.796	120.65694	856.7032	-207.82457	727.7961	120.65975	859.20233	-229.40799	-729.9269	72.212715	11393.971112012863
143	8727.4	297.01962	9014.693	8231.844	9355.984	176.51845	9608.995	9030.476	1000.0	1000.0	715000	728.28894	121.01219	857.41376	-352.25058	728.289	121.01475	858.46924	-339.50684	-730.5526	79.25415	11483.293351888657
144	8728.055	294.57416	9081.24	8212.183	9114.134	1421.995	9828.801	4884.3047	1000.0	1000.0	720000	728.5674	120.13254	858.7507	-311.04282	728.5679	120.12761	860.66864	-341.71494	-730.69226	75.338486	11566.4239859581
145	8992.174	235.3131	9272.315	8587.924	8555.08	2054.0703	9422.322	2406.2922	1000.0	1000.0	725000	728.9423	120.446846	856.5114	-274.44177	728.9429	120.44794	856.6503	-238.78258	-731.084	75.80838	11647.004832029343
146	9118.657	309.20505	9526.947	8606.734	9757.323	162.41809	9894.578	9312.722	1000.0	1000.0	730000	729.678	120.02119	864.0052	-303.1038	729.6781	120.01845	858.67566	-285.09567	-731.77716	78.428375	11729.382600069046
147	9153.53	261.86826	9497.003	8778.994	8841.584	2645.7783	9968.486	923.0015	1000.0	1000.0	735000	730.25574	120.84777	860.4697	-344.7098	730.2558	120.84852	860.7349	-405.44116	-732.4059	78.38473	11818.092067956924
148	8923.184	407.61343	9322.87	8144.7393	9547.379	156.67351	9688.1045	9152.617	1000.0	1000.0	740000	731.06274	120.85998	858.7591	-320.32394	731.0635	120.86207	858.6159	-296.0597	-733.18726	79.824265	11905.657153129578
149	8992.519	256.55756	9288.995	8527.628	9701.617	168.69131	9971.1875	9383.787	1000.0	1000.0	745000	731.4284	121.10364	859.3162	-267.36493	731.42847	121.10538	858.3407	-271.65515	-733.4719	84.8592	11998.335400104523
150	9202.349	217.3865	9511.877	9011.513	9698.322	201.53412	9985.379	9232.359	1000.0	1000.0	750000	732.54065	120.40279	858.3196	-219.84158	732.54126	120.40279	857.7567	-196.33682	-734.7714	77.62214	12085.123115062714
151	9086.979	186.55121	9417.627	8856.478	9494.688	129.21843	9635.592	9238.311	1000.0	1000.0	755000	733.065	121.28669	861.0752	-205.7054	733.06494	121.28679	860.5226	-203.0233	-735.2074	73.315	12180.192728996277
152	9074.486	154.45796	9246.401	8804.36	9665.325	206.44829	10005.795	9331.621	1000.0	1000.0	760000	733.9623	122.46572	862.33795	-227.58632	733.96265	122.46238	863.0158	-228.65268	-735.6472	74.40647	12264.393282175064
153	9103.1045	252.80719	9442.791	8814.074	9737.662	170.10487	9989.452	9391.794	1000.0	1000.0	765000	734.46326	123.73578	861.02625	-247.41075	734.4636	123.73599	861.7937	-251.6449	-736.46466	75.09496	12361.965579032898
154	9172.117	64.96291	9236.617	9068.924	9802.142	186.4731	10202.363	9466.121	1000.0	1000.0	770000	735.3098	123.287834	858.57544	-275.82288	735.3101	123.2838	858.48334	-270.3639	-737.2753	74.2812	12469.647267818451
